date,datetime,cash_type,card,money,coffee_name
2023-05-29,2023-05-29 20:32:35.200,card,ANON-0000-0000-0240,37.24,Special Brew 4
2025-05-30,2025-05-30 08:29:06.277,card,ANON-0000-0000-0241,35.2,Velvet Cloud
2023-05-30,2023-05-30 08:30:21.586,card,ANON-0000-0000-0241,38.1,Caramel Dream
2024-05-30,2024-05-30 08:37:05.382,card,ANON-0000-0000-0242,34.21,Special Brew 6
2025-05-30,2025-05-30 09:47:59.092,card,ANON-0000-0000-0001,36.23,Caramel Dream
2023-05-30,2023-05-30 14:56:15.473,card,ANON-0000-0000-0097,35.34,Special Brew 8
2025-05-30,2025-05-30 15:16:15.665,card,ANON-0000-0000-0243,24.35,Urban Kick
2025-05-30,2025-05-30 15:17:38.656,card,ANON-0000-0000-0012,22.58,Urban Kick
2025-05-30,2025-05-30 19:53:11.189,card,ANON-0000-0000-0206,35.05,Velvet Cloud
2024-05-30,2024-05-30 20:31:05.430,card,ANON-0000-0000-0244,36.35,Caramel Dream
2025-05-30,2025-05-30 20:46:13.835,card,ANON-0000-0000-0009,35.7,Choco Bliss
2023-05-30,2023-05-30 20:47:21.586,card,ANON-0000-0000-0009,30.56,Special Brew 5
2024-05-31,2024-05-31 07:53:57.274,card,ANON-0000-0000-0245,32.01,Special Brew 5
2024-05-31,2024-05-31 09:21:07.821,card,ANON-0000-0000-0246,38.41,Caramel Dream
2023-05-31,2023-05-31 09:23:58.791,cash,,38.28,Caramel Dream
2025-05-31,2025-05-31 10:38:07.861,card,ANON-0000-0000-0247,40.17,Choco Bliss
2023-05-31,2023-05-31 10:39:06.136,card,ANON-0000-0000-0248,36.06,Special Brew 10
2024-05-31,2024-05-31 14:50:12.976,card,ANON-0000-0000-0249,34.51,Special Brew 1
2024-05-31,2024-05-31 18:23:44.636,card,ANON-0000-0000-0250,34.83,Caramel Dream
2024-05-31,2024-05-31 18:25:03.271,card,ANON-0000-0000-0250,37.91,Caramel Dream
2024-05-31,2024-05-31 20:06:39.166,card,ANON-0000-0000-0180,34.86,Velvet Cloud
2023-05-31,2023-05-31 20:33:06.403,card,ANON-0000-0000-0134,33.97,Special Brew 10
2025-05-31,2025-05-31 20:34:32.903,card,ANON-0000-0000-0134,39.83,Caramel Dream
2025-05-31,2025-05-31 22:05:47.070,card,ANON-0000-0000-0206,35.55,Velvet Cloud
2023-05-31,2023-05-31 22:06:52.490,card,ANON-0000-0000-0206,33.14,Special Brew 2
2024-05-31,2024-05-31 22:07:55.368,card,ANON-0000-0000-0206,30.84,Special Brew 7
2025-06-01,2025-06-01 08:27:01.745,card,ANON-0000-0000-0141,26.64,Special Brew 5
2023-06-01,2023-06-01 09:48:24.750,card,ANON-0000-0000-0232,37.26,Caramel Dream
2023-06-01,2023-06-01 11:38:09.371,card,ANON-0000-0000-0250,34.84,Caramel Dream
2023-06-01,2023-06-01 14:28:53.739,card,ANON-0000-0000-0097,35.24,Special Brew 2
2023-06-01,2023-06-01 18:20:12.780,card,ANON-0000-0000-0251,31.81,Special Brew 10
2024-06-01,2024-06-01 18:21:15.363,card,ANON-0000-0000-0251,35.23,Special Brew 4
2025-06-01,2025-06-01 20:50:10.488,card,ANON-0000-0000-0154,40.48,Velvet Cloud
2024-06-01,2024-06-01 20:51:13.565,card,ANON-0000-0000-0154,39.82,Velvet Cloud
2025-06-01,2025-06-01 20:54:59.267,cash,,40.82,Special Brew 2
2023-06-01,2023-06-01 20:59:09.689,card,ANON-0000-0000-0252,40.09,Special Brew 2
2024-06-01,2024-06-01 21:51:04.971,card,ANON-0000-0000-0009,32.81,Special Brew 3
2025-06-02,2025-06-02 20:03:25.799,card,ANON-0000-0000-0009,35.4,Caramel Dream
2024-06-02,2024-06-02 20:24:02.449,card,ANON-0000-0000-0040,30.85,Special Brew 1
2025-06-02,2025-06-02 20:25:07.238,card,ANON-0000-0000-0040,35.71,Velvet Cloud
2024-06-02,2024-06-02 21:07:20.531,card,ANON-0000-0000-0097,29.91,Special Brew 8
2025-06-02,2025-06-02 21:30:12.430,card,ANON-0000-0000-0253,40.58,Caramel Dream
2023-06-02,2023-06-02 22:43:10.636,cash,,33.39,Special Brew 7
2024-06-03,2024-06-03 10:12:04.141,card,ANON-0000-0000-0001,36.7,Caramel Dream
2024-06-03,2024-06-03 10:27:49.797,card,ANON-0000-0000-0191,34.92,Caramel Dream
2024-06-03,2024-06-03 14:31:42.338,card,ANON-0000-0000-0025,35.29,Velvet Cloud
2023-06-03,2023-06-03 14:33:00.952,card,ANON-0000-0000-0024,32.57,Special Brew 6
2023-06-03,2023-06-03 14:34:06.922,card,ANON-0000-0000-0009,40.57,Caramel Dream
2024-06-03,2024-06-03 21:42:51.734,cash,,32.65,Special Brew 10
2025-06-03,2025-06-03 21:43:37.471,cash,,34.71,Special Brew 7
2023-06-04,2023-06-04 09:23:42.898,card,ANON-0000-0000-0141,27.87,Special Brew 8
2025-06-04,2025-06-04 10:27:13.975,card,ANON-0000-0000-0097,31.71,Special Brew 6
2025-06-04,2025-06-04 12:02:10.213,card,ANON-0000-0000-0254,37.44,Caramel Dream
2025-06-04,2025-06-04 12:05:29.186,card,ANON-0000-0000-0254,37.07,Choco Bliss
2023-06-04,2023-06-04 15:30:32.455,card,ANON-0000-0000-0255,34.73,Caramel Dream
2024-06-04,2024-06-04 17:46:36.661,card,ANON-0000-0000-0192,26.8,Special Brew 4
2025-06-04,2025-06-04 17:47:28.847,card,ANON-0000-0000-0192,36.07,Velvet Cloud
2023-06-04,2023-06-04 20:13:01.204,card,ANON-0000-0000-0256,39.19,Choco Bliss
2025-06-04,2025-06-04 20:50:33.896,card,ANON-0000-0000-0257,37.82,Velvet Cloud
2025-06-04,2025-06-04 21:31:58.908,card,ANON-0000-0000-0258,27.61,Special Brew 6
2024-06-04,2024-06-04 21:33:02.621,card,ANON-0000-0000-0259,35.67,Special Brew 6
2024-06-04,2024-06-04 21:34:55.667,card,ANON-0000-0000-0260,30.03,Special Brew 5
2023-06-04,2023-06-04 21:36:06.924,card,ANON-0000-0000-0260,33.42,Special Brew 10
2025-06-04,2025-06-04 21:37:15.164,card,ANON-0000-0000-0260,34.86,Special Brew 9
2024-06-05,2024-06-05 08:21:48.964,card,ANON-0000-0000-0261,38.38,Velvet Cloud
2024-06-05,2024-06-05 08:23:06.723,card,ANON-0000-0000-0261,37.18,Velvet Cloud
2024-06-05,2024-06-05 09:22:43.108,card,ANON-0000-0000-0262,25.21,Midnight Roast
2023-06-05,2023-06-05 10:28:50.620,card,ANON-0000-0000-0001,39.47,Caramel Dream
2025-06-05,2025-06-05 10:40:53.188,card,ANON-0000-0000-0097,33.4,Special Brew 10
2025-06-05,2025-06-05 19:43:57.675,card,ANON-0000-0000-0263,31.34,Special Brew 3
2024-06-05,2024-06-05 19:59:53.527,card,ANON-0000-0000-0264,36.86,Caramel Dream
2025-06-05,2025-06-05 20:10:47.623,card,ANON-0000-0000-0220,39.65,Special Brew 4
2024-06-05,2024-06-05 20:12:01.658,card,ANON-0000-0000-0220,29.52,Special Brew 2
2025-06-06,2025-06-06 08:52:56.351,card,ANON-0000-0000-0097,31.39,Special Brew 4
2024-06-06,2024-06-06 08:54:08.455,card,ANON-0000-0000-0097,30.88,Special Brew 6
2025-06-06,2025-06-06 10:36:09.667,card,ANON-0000-0000-0001,38.81,Caramel Dream
2024-06-06,2024-06-06 12:17:41.474,card,ANON-0000-0000-0265,26.23,Midnight Roast
2024-06-06,2024-06-06 15:11:14.185,card,ANON-0000-0000-0224,31.76,Special Brew 10
2024-06-06,2024-06-06 15:24:06.221,card,ANON-0000-0000-0266,37.27,Velvet Cloud
2025-06-06,2025-06-06 21:14:05.102,card,ANON-0000-0000-0267,39.76,Caramel Dream
2025-06-06,2025-06-06 21:15:42.227,card,ANON-0000-0000-0267,39.63,Caramel Dream
2025-06-06,2025-06-06 21:18:26.713,card,ANON-0000-0000-0206,35.26,Velvet Cloud
2023-06-06,2023-06-06 21:19:30.436,card,ANON-0000-0000-0206,32.52,Special Brew 9
2024-06-06,2024-06-06 21:21:04.440,card,ANON-0000-0000-0267,36.65,Caramel Dream
2025-06-07,2025-06-07 08:18:04.296,card,ANON-0000-0000-0268,35.04,Velvet Cloud
2023-06-07,2023-06-07 10:35:28.104,card,ANON-0000-0000-0269,21.93,Urban Kick
2023-06-07,2023-06-07 13:34:18.297,card,ANON-0000-0000-0164,33.03,Special Brew 3
2024-06-07,2024-06-07 16:45:42.218,card,ANON-0000-0000-0270,28.84,Special Brew 5
2024-06-07,2024-06-07 16:47:15.481,card,ANON-0000-0000-0270,25.74,Special Brew 2
2025-06-08,2025-06-08 09:04:20.016,card,ANON-0000-0000-0271,29.08,Special Brew 6
2024-06-08,2024-06-08 09:26:11.160,card,ANON-0000-0000-0097,29.83,Special Brew 10
2023-06-08,2023-06-08 20:24:54.320,card,ANON-0000-0000-0134,38.2,Velvet Cloud
2025-06-08,2025-06-08 20:25:56.316,card,ANON-0000-0000-0134,37.65,Velvet Cloud
2024-06-09,2024-06-09 08:15:52.760,card,ANON-0000-0000-0097,40.71,Caramel Dream
2025-06-09,2025-06-09 10:30:04.461,card,ANON-0000-0000-0272,37.86,Caramel Dream
2024-06-09,2024-06-09 10:52:05.797,card,ANON-0000-0000-0273,36.43,Velvet Cloud
2024-06-09,2024-06-09 11:04:41.306,card,ANON-0000-0000-0141,29.41,Special Brew 3
2023-06-09,2023-06-09 11:07:08.108,card,ANON-0000-0000-0274,25.73,Urban Kick
2025-06-09,2025-06-09 11:52:49.616,card,ANON-0000-0000-0275,40.03,Velvet Cloud
2023-06-09,2023-06-09 12:11:23.640,card,ANON-0000-0000-0276,32.15,Special Brew 2
2023-06-09,2023-06-09 12:13:08.067,card,ANON-0000-0000-0276,40.46,Caramel Dream
2023-06-09,2023-06-09 12:14:10.783,card,ANON-0000-0000-0276,35.53,Caramel Dream
2023-06-09,2023-06-09 15:10:30.692,card,ANON-0000-0000-0277,28.82,Special Brew 10
2024-06-09,2024-06-09 16:17:28.189,card,ANON-0000-0000-0278,36.43,Velvet Cloud
2023-06-09,2023-06-09 19:21:19.277,card,ANON-0000-0000-0279,35.04,Special Brew 6
2024-06-09,2024-06-09 21:05:08.844,card,ANON-0000-0000-0280,28.83,Midnight Roast
2023-06-10,2023-06-10 12:47:49.861,card,ANON-0000-0000-0281,35.48,Velvet Cloud
2025-06-10,2025-06-10 12:56:48.268,card,ANON-0000-0000-0097,36.35,Caramel Dream
2025-06-10,2025-06-10 19:04:28.106,card,ANON-0000-0000-0282,36.73,Choco Bliss
2024-06-10,2024-06-10 19:05:22.770,card,ANON-0000-0000-0282,36.4,Choco Bliss
2023-06-10,2023-06-10 19:37:23.602,card,ANON-0000-0000-0283,39.5,Caramel Dream
2023-06-10,2023-06-10 19:38:19.678,card,ANON-0000-0000-0283,39.58,Caramel Dream
2025-06-11,2025-06-11 10:38:03.953,card,ANON-0000-0000-0284,32.79,Special Brew 5
2025-06-11,2025-06-11 18:48:25.292,card,ANON-0000-0000-0285,36.29,Caramel Dream
2024-06-11,2024-06-11 18:49:36.428,card,ANON-0000-0000-0285,36.09,Caramel Dream
2023-06-11,2023-06-11 21:17:03.344,card,ANON-0000-0000-0286,37.75,Choco Bliss
2025-06-11,2025-06-11 21:27:41.900,card,ANON-0000-0000-0287,32.79,Special Brew 2
2024-06-11,2024-06-11 21:28:50.220,card,ANON-0000-0000-0287,31.84,Special Brew 5
2025-06-12,2025-06-12 10:18:18.786,card,ANON-0000-0000-0288,40.12,Choco Bliss
2025-06-12,2025-06-12 11:51:43.858,card,ANON-0000-0000-0289,35.45,Velvet Cloud
2025-06-12,2025-06-12 17:41:17.179,card,ANON-0000-0000-0283,36.97,Caramel Dream
2024-06-12,2024-06-12 17:47:27.878,card,ANON-0000-0000-0290,37.56,Caramel Dream
2023-06-12,2023-06-12 20:16:33.648,card,ANON-0000-0000-0256,40.24,Choco Bliss
2025-06-12,2025-06-12 20:25:34.239,card,ANON-0000-0000-0291,35.34,Special Brew 8
2025-06-13,2025-06-13 08:54:24.207,card,ANON-0000-0000-0292,25.86,Midnight Roast
2023-06-13,2023-06-13 08:57:25.592,card,ANON-0000-0000-0097,39.48,Caramel Dream
2024-06-13,2024-06-13 09:50:25.038,card,ANON-0000-0000-0293,31.96,Special Brew 1
2023-06-13,2023-06-13 09:57:11.518,card,ANON-0000-0000-0141,26.81,Special Brew 10
2023-06-13,2023-06-13 17:04:58.601,card,ANON-0000-0000-0294,35.63,Special Brew 6
2025-06-13,2025-06-13 17:27:46.626,card,ANON-0000-0000-0295,39.44,Choco Bliss
2025-06-13,2025-06-13 19:22:19.083,card,ANON-0000-0000-0296,39.14,Caramel Dream
2025-06-13,2025-06-13 20:20:51.762,card,ANON-0000-0000-0012,29.92,Special Brew 2
2025-06-13,2025-06-13 20:43:45.991,card,ANON-0000-0000-0012,21.15,Urban Kick
2025-06-13,2025-06-13 20:45:00.615,card,ANON-0000-0000-0295,24.16,Urban Kick
2023-06-13,2023-06-13 20:48:17.902,card,ANON-0000-0000-0009,32.92,Special Brew 10
2024-06-13,2024-06-13 21:02:28.377,card,ANON-0000-0000-0009,30.82,Special Brew 2
2023-06-14,2023-06-14 07:46:13.238,card,ANON-0000-0000-0141,25.69,Special Brew 3
2023-06-14,2023-06-14 10:30:31.584,card,ANON-0000-0000-0297,29.85,Midnight Roast
2024-06-14,2024-06-14 12:14:41.696,card,ANON-0000-0000-0097,36.68,Caramel Dream
2023-06-14,2023-06-14 18:29:53.399,card,ANON-0000-0000-0298,31.09,Special Brew 8
2024-06-15,2024-06-15 11:26:01.974,card,ANON-0000-0000-0299,38.19,Velvet Cloud
2023-06-15,2023-06-15 12:21:28.135,card,ANON-0000-0000-0300,38.89,Caramel Dream
2024-06-15,2024-06-15 12:22:46.942,card,ANON-0000-0000-0300,34.16,Special Brew 5
2023-06-15,2023-06-15 12:23:52.166,card,ANON-0000-0000-0300,24.69,Urban Kick
2025-06-15,2025-06-15 12:24:35.130,card,ANON-0000-0000-0300,39.84,Special Brew 5
2024-06-15,2024-06-15 12:25:23.960,card,ANON-0000-0000-0300,32.28,Special Brew 9
2024-06-15,2024-06-15 16:03:29.909,card,ANON-0000-0000-0301,31.46,Special Brew 3
2024-06-15,2024-06-15 18:14:04.623,card,ANON-0000-0000-0302,27.86,Midnight Roast
2025-06-16,2025-06-16 10:43:51.456,card,ANON-0000-0000-0059,34.74,Special Brew 1
2025-06-16,2025-06-16 10:58:41.366,card,ANON-0000-0000-0303,39.61,Caramel Dream
2025-06-16,2025-06-16 11:00:38.191,card,ANON-0000-0000-0303,38.77,Choco Bliss
2024-06-16,2024-06-16 11:01:41.488,card,ANON-0000-0000-0303,40.6,Choco Bliss
2025-06-16,2025-06-16 12:49:27.624,card,ANON-0000-0000-0276,35.67,Special Brew 7
2025-06-16,2025-06-16 14:00:38.992,card,ANON-0000-0000-0274,24.06,Urban Kick
2024-06-16,2024-06-16 15:02:36.332,card,ANON-0000-0000-0304,31.03,Special Brew 8
2025-06-16,2025-06-16 15:05:10.421,card,ANON-0000-0000-0304,31.89,Special Brew 10
2023-06-16,2023-06-16 15:43:59.593,card,ANON-0000-0000-0305,38.75,Choco Bliss
2025-06-16,2025-06-16 16:47:36.521,card,ANON-0000-0000-0306,37.75,Choco Bliss
2024-06-16,2024-06-16 17:45:17.267,card,ANON-0000-0000-0059,33.66,Special Brew 2
2023-06-16,2023-06-16 17:46:16.554,card,ANON-0000-0000-0059,33.37,Special Brew 10
2024-06-17,2024-06-17 08:57:24.044,card,ANON-0000-0000-0307,25.88,Midnight Roast
2024-06-17,2024-06-17 10:12:05.139,card,ANON-0000-0000-0308,26.71,Special Brew 10
2025-06-17,2025-06-17 10:13:37.575,card,ANON-0000-0000-0308,25.41,Special Brew 2
2025-06-17,2025-06-17 10:55:51.608,card,ANON-0000-0000-0042,34.94,Velvet Cloud
2023-06-17,2023-06-17 14:51:35.381,card,ANON-0000-0000-0164,38.49,Velvet Cloud
2023-06-17,2023-06-17 16:50:13.441,card,ANON-0000-0000-0012,37.19,Velvet Cloud
2025-06-17,2025-06-17 16:51:11.038,card,ANON-0000-0000-0012,39.75,Velvet Cloud
2023-06-17,2023-06-17 16:52:36.336,card,ANON-0000-0000-0012,25.08,Midnight Roast
2024-06-17,2024-06-17 18:51:19.631,card,ANON-0000-0000-0309,30.48,Midnight Roast
2024-06-17,2024-06-17 21:16:11.485,card,ANON-0000-0000-0009,35.45,Special Brew 6
2023-06-18,2023-06-18 14:04:06.125,card,ANON-0000-0000-0299,29.44,Midnight Roast
2023-06-18,2023-06-18 14:05:12.313,card,ANON-0000-0000-0299,40.54,Velvet Cloud
2025-06-18,2025-06-18 19:20:40.571,card,ANON-0000-0000-0154,37.04,Velvet Cloud
2024-06-18,2024-06-18 19:21:38.892,card,ANON-0000-0000-0154,38.47,Velvet Cloud
2025-06-18,2025-06-18 20:35:49.497,card,ANON-0000-0000-0310,27.53,Special Brew 3
2023-06-18,2023-06-18 21:20:49.526,card,ANON-0000-0000-0012,31.04,Special Brew 3
2024-06-18,2024-06-18 21:22:18.518,card,ANON-0000-0000-0012,32.18,Special Brew 9
2023-06-19,2023-06-19 07:47:19.833,card,ANON-0000-0000-0311,39.39,Caramel Dream
2023-06-19,2023-06-19 08:17:54.508,card,ANON-0000-0000-0141,28.4,Special Brew 1
2024-06-19,2024-06-19 10:54:00.492,card,ANON-0000-0000-0312,28.97,Midnight Roast
2023-06-19,2023-06-19 11:11:27.807,card,ANON-0000-0000-0313,40.5,Caramel Dream
2024-06-19,2024-06-19 11:12:31.412,card,ANON-0000-0000-0313,36.71,Special Brew 9
2023-06-19,2023-06-19 14:21:36.258,card,ANON-0000-0000-0164,32.94,Special Brew 8
2023-06-19,2023-06-19 18:28:43.437,card,ANON-0000-0000-0153,37.32,Velvet Cloud
2025-06-19,2025-06-19 18:29:58.961,card,ANON-0000-0000-0153,38.83,Caramel Dream
2025-06-19,2025-06-19 19:31:31.293,card,ANON-0000-0000-0009,34.3,Special Brew 8
2024-06-19,2024-06-19 21:28:59.485,card,ANON-0000-0000-0192,39.82,Velvet Cloud
2023-06-19,2023-06-19 21:30:03.484,card,ANON-0000-0000-0192,31.23,Special Brew 1
2025-06-20,2025-06-20 10:50:06.453,card,ANON-0000-0000-0097,34.72,Caramel Dream
2025-06-20,2025-06-20 18:59:02.082,card,ANON-0000-0000-0314,38.31,Caramel Dream
2023-06-20,2023-06-20 19:00:00.237,card,ANON-0000-0000-0314,37.0,Caramel Dream
2024-06-20,2024-06-20 21:39:10.013,card,ANON-0000-0000-0257,38.61,Caramel Dream
2025-06-20,2025-06-20 21:57:40.554,card,ANON-0000-0000-0009,40.18,Caramel Dream
2024-06-20,2024-06-20 21:59:17.598,card,ANON-0000-0000-0009,32.15,Special Brew 8
2024-06-21,2024-06-21 09:59:55.930,card,ANON-0000-0000-0311,37.52,Caramel Dream
2023-06-21,2023-06-21 10:01:40.183,card,ANON-0000-0000-0315,29.68,Midnight Roast
2023-06-21,2023-06-21 13:19:19.416,card,ANON-0000-0000-0012,32.07,Special Brew 9
2023-06-21,2023-06-21 13:20:31.513,card,ANON-0000-0000-0012,35.34,Special Brew 3
2023-06-21,2023-06-21 18:12:16.064,card,ANON-0000-0000-0316,25.48,Urban Kick
2023-06-21,2023-06-21 19:30:26.651,card,ANON-0000-0000-0009,39.78,Caramel Dream
2025-06-21,2025-06-21 19:47:06.201,card,ANON-0000-0000-0154,35.86,Velvet Cloud
2024-06-21,2024-06-21 19:48:06.713,card,ANON-0000-0000-0154,38.06,Velvet Cloud
2025-06-21,2025-06-21 19:49:54.505,card,ANON-0000-0000-0180,40.15,Velvet Cloud
2025-06-21,2025-06-21 19:51:00.211,card,ANON-0000-0000-0180,38.48,Velvet Cloud
2023-06-21,2023-06-21 19:52:18.775,card,ANON-0000-0000-0180,29.84,Midnight Roast
2025-06-21,2025-06-21 19:55:37.142,card,ANON-0000-0000-0311,35.65,Special Brew 2
2024-06-22,2024-06-22 08:39:50.273,card,ANON-0000-0000-0141,25.93,Special Brew 2
2023-06-22,2023-06-22 09:37:48.779,card,ANON-0000-0000-0311,32.52,Special Brew 8
2025-06-22,2025-06-22 12:53:15.541,card,ANON-0000-0000-0317,35.55,Special Brew 3
2024-06-22,2024-06-22 15:37:20.137,card,ANON-0000-0000-0009,38.67,Caramel Dream
2025-06-22,2025-06-22 22:10:22.998,card,ANON-0000-0000-0318,40.48,Velvet Cloud
2024-06-23,2024-06-23 18:12:01.406,card,ANON-0000-0000-0012,35.25,Special Brew 3
2023-06-23,2023-06-23 18:13:50.638,card,ANON-0000-0000-0012,30.05,Special Brew 9
2024-06-23,2024-06-23 21:06:46.956,card,ANON-0000-0000-0319,38.4,Velvet Cloud
2025-06-23,2025-06-23 21:29:07.823,card,ANON-0000-0000-0320,35.93,Caramel Dream
2024-06-23,2024-06-23 21:30:36.375,card,ANON-0000-0000-0320,38.75,Velvet Cloud
2023-06-24,2023-06-24 11:44:39.939,card,ANON-0000-0000-0164,31.68,Special Brew 5
2024-06-24,2024-06-24 11:49:36.044,card,ANON-0000-0000-0180,39.85,Velvet Cloud
2023-06-24,2023-06-24 11:50:44.080,card,ANON-0000-0000-0180,38.94,Velvet Cloud
2025-06-24,2025-06-24 15:02:28.995,card,ANON-0000-0000-0321,36.85,Caramel Dream
2024-06-24,2024-06-24 16:46:00.573,card,ANON-0000-0000-0203,38.82,Velvet Cloud
2023-06-24,2023-06-24 16:47:00.409,card,ANON-0000-0000-0203,40.34,Velvet Cloud
2024-06-25,2024-06-25 08:19:24.244,card,ANON-0000-0000-0322,36.31,Caramel Dream
2025-06-25,2025-06-25 10:28:26.408,card,ANON-0000-0000-0012,34.7,Special Brew 6
2023-06-25,2023-06-25 10:29:42.410,card,ANON-0000-0000-0040,32.29,Special Brew 10
2025-06-25,2025-06-25 11:34:52.296,card,ANON-0000-0000-0203,38.18,Velvet Cloud
2023-06-26,2023-06-26 09:33:01.706,card,ANON-0000-0000-0323,37.84,Caramel Dream
2024-06-26,2024-06-26 16:32:29.453,card,ANON-0000-0000-0324,24.34,Urban Kick
2023-06-26,2023-06-26 16:34:01.607,card,ANON-0000-0000-0325,25.61,Midnight Roast
2023-06-26,2023-06-26 21:21:53.296,card,ANON-0000-0000-0009,39.14,Caramel Dream
2023-06-26,2023-06-26 21:27:00.807,card,ANON-0000-0000-0009,36.75,Velvet Cloud
2025-06-26,2025-06-26 21:28:14.566,card,ANON-0000-0000-0206,33.21,Special Brew 3
2025-06-27,2025-06-27 09:15:43.173,card,ANON-0000-0000-0326,35.55,Special Brew 7
2024-06-27,2024-06-27 16:11:48.000,card,ANON-0000-0000-0327,25.59,Special Brew 9
2023-06-27,2023-06-27 21:44:03.372,card,ANON-0000-0000-0328,32.37,Special Brew 3
2023-06-27,2023-06-27 21:50:31.617,card,ANON-0000-0000-0329,36.43,Velvet Cloud
2023-06-28,2023-06-28 08:08:35.044,card,ANON-0000-0000-0141,30.28,Special Brew 9
2024-06-28,2024-06-28 17:51:53.993,card,ANON-0000-0000-0274,23.35,Urban Kick
2023-06-28,2023-06-28 21:50:55.375,card,ANON-0000-0000-0330,34.42,Special Brew 2
2024-06-28,2024-06-28 21:52:01.867,card,ANON-0000-0000-0331,38.33,Caramel Dream
2024-06-28,2024-06-28 22:28:19.976,card,ANON-0000-0000-0332,36.93,Velvet Cloud
2025-06-29,2025-06-29 09:47:10.304,card,ANON-0000-0000-0097,33.07,Special Brew 8
2023-06-29,2023-06-29 11:40:19.582,card,ANON-0000-0000-0333,33.3,Special Brew 1
2023-06-29,2023-06-29 11:41:26.609,card,ANON-0000-0000-0333,31.94,Special Brew 8
2023-06-29,2023-06-29 12:30:24.358,card,ANON-0000-0000-0334,38.28,Velvet Cloud
2023-06-29,2023-06-29 12:31:42.582,card,ANON-0000-0000-0334,39.63,Velvet Cloud
2024-06-29,2024-06-29 17:23:43.583,card,ANON-0000-0000-0335,37.15,Velvet Cloud
2025-06-29,2025-06-29 17:24:52.377,card,ANON-0000-0000-0335,40.06,Choco Bliss
2024-06-29,2024-06-29 21:27:22.449,card,ANON-0000-0000-0009,35.22,Caramel Dream
2024-06-30,2024-06-30 10:28:09.842,card,ANON-0000-0000-0336,35.2,Caramel Dream
2023-06-30,2023-06-30 13:05:50.620,card,ANON-0000-0000-0337,20.85,Urban Kick
2023-06-30,2023-06-30 16:54:41.679,card,ANON-0000-0000-0009,35.57,Choco Bliss
2024-06-30,2024-06-30 21:04:09.746,card,ANON-0000-0000-0097,34.33,Special Brew 9
2024-07-01,2024-07-01 18:07:26.760,card,ANON-0000-0000-0012,20.76,Urban Kick
2024-07-01,2024-07-01 18:56:51.844,card,ANON-0000-0000-0338,40.34,Velvet Cloud
2024-07-01,2024-07-01 18:57:54.267,card,ANON-0000-0000-0339,39.17,Velvet Cloud
2024-07-02,2024-07-02 10:42:54.057,card,ANON-0000-0000-0304,30.56,Special Brew 1
2024-07-02,2024-07-02 10:45:00.617,card,ANON-0000-0000-0304,28.92,Midnight Roast
2023-07-02,2023-07-02 12:48:05.181,card,ANON-0000-0000-0019,38.82,Caramel Dream
2023-07-02,2023-07-02 14:03:13.231,card,ANON-0000-0000-0340,29.96,Midnight Roast
2025-07-02,2025-07-02 16:31:24.337,card,ANON-0000-0000-0341,32.06,Special Brew 2
2025-07-02,2025-07-02 22:02:23.576,card,ANON-0000-0000-0329,35.15,Special Brew 4
2023-07-03,2023-07-03 13:51:14.935,card,ANON-0000-0000-0012,33.78,Special Brew 3
2024-07-03,2024-07-03 16:01:16.554,card,ANON-0000-0000-0342,37.48,Velvet Cloud
2025-07-03,2025-07-03 16:50:25.223,card,ANON-0000-0000-0343,34.88,Velvet Cloud
2024-07-03,2024-07-03 16:53:15.618,card,ANON-0000-0000-0270,33.92,Special Brew 1
2023-07-03,2023-07-03 16:54:22.907,card,ANON-0000-0000-0344,34.68,Special Brew 4
2025-07-03,2025-07-03 16:55:31.423,card,ANON-0000-0000-0270,39.24,Caramel Dream
2025-07-03,2025-07-03 16:59:25.580,card,ANON-0000-0000-0345,21.56,Urban Kick
2025-07-03,2025-07-03 17:59:01.827,card,ANON-0000-0000-0346,40.4,Velvet Cloud
2025-07-03,2025-07-03 19:06:09.136,card,ANON-0000-0000-0009,40.38,Caramel Dream
2024-07-04,2024-07-04 10:26:23.725,card,ANON-0000-0000-0143,31.7,Special Brew 6
2025-07-04,2025-07-04 10:27:30.261,card,ANON-0000-0000-0012,26.56,Midnight Roast
2025-07-05,2025-07-05 12:20:28.670,card,ANON-0000-0000-0058,36.57,Special Brew 5
2023-07-05,2023-07-05 13:43:43.134,card,ANON-0000-0000-0040,33.09,Special Brew 10
2023-07-05,2023-07-05 13:44:43.829,card,ANON-0000-0000-0347,30.8,Special Brew 1
2023-07-05,2023-07-05 18:55:56.308,card,ANON-0000-0000-0348,22.83,Urban Kick
2025-07-05,2025-07-05 19:55:07.812,card,ANON-0000-0000-0099,28.83,Midnight Roast
2024-07-05,2024-07-05 22:11:56.471,card,ANON-0000-0000-0349,23.04,Urban Kick
2025-07-05,2025-07-05 22:18:03.324,card,ANON-0000-0000-0350,27.71,Midnight Roast
2025-07-05,2025-07-05 22:18:56.945,card,ANON-0000-0000-0350,26.21,Midnight Roast
2025-07-05,2025-07-05 22:20:01.149,card,ANON-0000-0000-0351,38.7,Velvet Cloud
2023-07-05,2023-07-05 22:21:09.457,card,ANON-0000-0000-0351,34.22,Special Brew 9
2024-07-06,2024-07-06 10:28:06.826,card,ANON-0000-0000-0352,39.48,Caramel Dream
2025-07-06,2025-07-06 17:15:46.042,card,ANON-0000-0000-0009,34.72,Caramel Dream
